"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"COALINDIA","EQ","30-Mar-2020","        131.70","        127.55","        134.75","        127.20","        133.15","        133.15","        132.01","   12357416","          1631253116.80","      91151","    4423231","         35.79"
"COALINDIA","EQ","31-Mar-2020","        133.15","        135.10","        142.35","        134.25","        139.80","        140.05","        139.07","   14997627","          2085768784.40","      89569","    5404833","         36.04"
"COALINDIA","EQ","01-Apr-2020","        140.05","        138.75","        141.25","        137.05","        139.70","        139.45","        139.45","    8833033","          1231750811.80","      62281","    3778342","         42.78"
"COALINDIA","EQ","03-Apr-2020","        139.45","        138.60","        139.90","        131.80","        137.75","        137.75","        136.15","   10937172","          1489127522.60","     105935","    3450581","         31.55"
"COALINDIA","EQ","07-Apr-2020","        137.75","        140.30","        142.40","        137.15","        139.65","        140.15","        140.28","    8205546","          1151084098.35","      54857","    3024110","         36.85"
"COALINDIA","EQ","08-Apr-2020","        140.15","        140.00","        143.40","        137.00","        137.55","        137.35","        139.88","    7070296","           989009124.95","      55896","    2149083","         30.40"
"COALINDIA","EQ","09-Apr-2020","        137.35","        139.20","        141.45","        138.00","        140.70","        140.80","        140.19","    5078557","           711956757.90","      36981","    1298635","         25.57"
"COALINDIA","EQ","13-Apr-2020","        140.80","        140.80","        146.70","        138.35","        145.80","        145.90","        144.12","   10691857","          1540944041.30","      57290","    2698824","         25.24"
"COALINDIA","EQ","15-Apr-2020","        145.90","        147.40","        151.60","        146.00","        146.50","        146.85","        148.91","   10487978","          1561774564.60","      85581","    3419783","         32.61"
"COALINDIA","EQ","16-Apr-2020","        146.85","        144.60","        150.50","        144.40","        147.35","        147.40","        148.50","    9736874","          1445938134.60","      65846","    3875381","         39.80"
"COALINDIA","EQ","17-Apr-2020","        147.40","        151.50","        152.45","        148.30","        148.75","        148.75","        149.79","    7094930","          1062743307.25","      49937","    2138681","         30.14"
"COALINDIA","EQ","20-Apr-2020","        148.75","        149.90","        149.90","        143.00","        144.20","        144.20","        145.98","    7139690","          1042284176.70","      61760","    2011348","         28.17"
"COALINDIA","EQ","21-Apr-2020","        144.20","        141.00","        141.60","        137.80","        140.30","        139.00","        139.35","    6501383","           905977756.15","      50407","    2743784","         42.20"
"COALINDIA","EQ","22-Apr-2020","        139.00","        138.20","        141.30","        135.00","        141.00","        140.70","        138.36","    5604353","           775413217.40","      54723","    1495981","         26.69"
"COALINDIA","EQ","23-Apr-2020","        140.70","        140.80","        144.75","        140.10","        140.90","        140.90","        142.33","    7553387","          1075062243.25","      57402","    3277991","         43.40"
"COALINDIA","EQ","24-Apr-2020","        140.90","        140.60","        143.80","        135.80","        137.25","        137.00","        140.11","   11701225","          1639472248.20","      74521","    5377305","         45.96"
"COALINDIA","EQ","27-Apr-2020","        137.00","        139.00","        139.70","        137.50","        138.20","        138.10","        138.39","    4238903","           586629421.20","      33953","    1522577","         35.92"
"COALINDIA","EQ","28-Apr-2020","        138.10","        138.60","        139.55","        134.45","        135.35","        135.40","        136.52","    7064485","           964420960.30","      58250","    3794832","         53.72"
"COALINDIA","EQ","29-Apr-2020","        135.40","        135.50","        140.85","        135.35","        140.00","        139.85","        138.89","    7399371","          1027691380.25","      57807","    2503769","         33.84"
"COALINDIA","EQ","30-Apr-2020","        139.85","        141.50","        149.45","        141.35","        148.80","        148.50","        145.94","   13146077","          1918494227.10","     103971","    6570356","         49.98"
"COALINDIA","EQ","04-May-2020","        148.50","        144.70","        144.70","        140.35","        142.15","        142.30","        142.63","    8356131","          1191845231.00","      58591","    3884787","         46.49"
"COALINDIA","EQ","05-May-2020","        142.30","        143.90","        147.25","        137.35","        138.50","        138.00","        142.13","   11879416","          1688429822.55","      73467","    4531433","         38.15"
"COALINDIA","EQ","06-May-2020","        138.00","        139.35","        139.35","        133.15","        134.00","        133.75","        134.84","   10427899","          1406126783.50","      77869","    3236233","         31.03"
"COALINDIA","EQ","07-May-2020","        133.75","        130.00","        133.00","        130.00","        131.00","        130.80","        131.56","   10860354","          1428770434.00","      75808","    4052134","         37.31"
"COALINDIA","EQ","08-May-2020","        130.80","        132.85","        133.20","        128.55","        129.00","        129.00","        130.32","    7097561","           924975123.95","      56783","    2846229","         40.10"
"COALINDIA","EQ","11-May-2020","        129.00","        130.15","        131.05","        128.05","        128.25","        128.45","        129.31","    6657861","           860915119.80","      59311","    2504185","         37.61"
